 -0.3871312      -3.760292     -0.2297121     -0.1945807      1.4075659E-02  4.4693504E-03  0.9551342      0.9150758      7.7484898E-02  4.2034951E-03  2.2466846E-03  2.9759068E-04  2.8172573E-02  7.9429880E-02  0.1902560      0.2665453      0.1479072     -5.1496541E-03  -2.438566     -6.1631508E-02 -7.6994590E-02  -1.110699      -1.078692       1.029617     -0.2761349     -4.2656064E-04  2.2161452E-03
 -0.3871174      -3.654102     -0.2203286     -0.1994415      1.0228868E-02  1.2059549E-03  0.9639459      0.8925300      8.1341073E-02  3.5897538E-04  3.7690869E-03  1.3709483E-04  3.1904697E-02  0.1008671      0.1900015      0.2696817      0.1417194     -4.8169573E-03  -2.580969     -6.7771852E-02 -7.6544888E-02  -1.099064      -1.128540       1.012290     -0.2685596     -4.7879541E-04  2.4469018E-03
 -0.3944873      -3.668474     -0.2275054     -0.2044497      1.2037179E-02  1.5052075E-03  0.9596810      0.8967600      7.7000514E-02  4.2898278E-03  2.4607095E-03  2.4384743E-04  3.3240438E-02  9.6985042E-02  0.1875539      0.2705269      0.1376434     -4.5378003E-03  -2.559720     -6.0284916E-02 -7.2732523E-02  -1.098755      -1.096940       1.025520     -0.2722050     -4.3678487E-04  2.2196092E-03
 -0.3818658      -3.647913     -0.2161642     -0.1952210      7.8107794E-03  3.2914865E-03  0.9590122      0.8932735      8.3778113E-02  6.6182115E-03  1.9629090E-03  4.3510585E-04  2.7604349E-02  0.1011102      0.1862995      0.2672058      0.1401103     -4.7332942E-03  -2.645930     -6.5767944E-02 -5.2490562E-02  -1.091016      -1.129519       1.003962     -0.2715126     -4.5917701E-04  2.3624320E-03
 -0.3890024      -3.656772     -0.2260288     -0.2005251      7.2493004E-03  4.3752980E-03  0.9720356      0.8912935      7.5539507E-02  1.2438704E-03  3.2941326E-03  2.0253773E-04  2.0653510E-02  0.1022689      0.1909791      0.2696970      0.1390030     -4.6830573E-03  -2.536772     -7.0423715E-02 -5.7350833E-02  -1.116614      -1.108564       1.014814     -0.2708981     -4.4942932E-04  2.2560472E-03
 -0.3772260      -3.669681     -0.2203320     -0.1894209      7.1691507E-03  1.0770950E-02  0.9521537      0.9021925      8.4782675E-02  5.1411726E-03  1.7522678E-03  4.6426587E-05  3.3892497E-02  9.1806367E-02  0.1824377      0.2598179      0.1419798     -4.8536751E-03  -2.568064     -6.5096222E-02 -6.1219282E-02  -1.083063      -1.129716       1.005185     -0.2687135     -4.6266575E-04  2.4054283E-03
 -0.3908577      -3.735497     -0.2283893     -0.2020224      9.9217659E-03  6.6720340E-03  0.9563072      0.9021928      7.8709655E-02  8.3220564E-03  1.9521104E-03  4.9732369E-04  2.8830381E-02  9.2265181E-02  0.1879278      0.2656421      0.1404519     -4.6181506E-03  -2.498996     -6.1747730E-02 -7.9003960E-02  -1.105493      -1.099505       1.003297     -0.2726174     -4.4389925E-04  2.2766404E-03
 -0.3926796      -3.714244     -0.2237448     -0.2024230      1.1497618E-02  1.1114673E-02  0.9546204      0.9010374      9.1380507E-02  7.1405866E-03  7.5233879E-04  8.1105507E-05  2.8347099E-02  9.4050638E-02  0.1922376      0.2639309      0.1415872     -4.8878090E-03  -2.536108     -6.5934509E-02 -5.8672767E-02  -1.092439      -1.128968      0.9894767     -0.2721850     -4.3484187E-04  2.2523436E-03
 -0.3944838      -3.747632     -0.2347615     -0.2025567      9.3230754E-03  6.9551771E-03  0.9670090      0.8966219      8.2713358E-02  3.4525762E-03  2.5646677E-03  1.3039815E-03  2.2954613E-02  9.6344776E-02  0.1912286      0.2721128      0.1415713     -4.9552084E-03  -2.495264     -6.7160316E-02 -5.2001644E-02  -1.109317      -1.103409       1.000124     -0.2721622     -4.9935642E-04  2.5109502E-03
 -0.3861721      -3.556111     -0.2163084     -0.2015591      6.2624202E-03  5.7548359E-03  0.9689443      0.8870996      8.3122097E-02  3.8566201E-03  1.2147498E-03  9.6958713E-05  2.1230167E-02  0.1088287      0.1888446      0.2631084      0.1310111     -4.2327917E-03  -2.642608     -7.3337957E-02 -3.6984727E-02  -1.098437      -1.159749      0.9931551     -0.2689343     -4.9719849E-04  2.4150619E-03
 -0.3833622      -3.649325     -0.2184756     -0.1937499      1.4602603E-02  2.7426081E-03  0.9565261      0.9025170      7.6516435E-02  4.3653874E-03  3.2142333E-03  1.6757875E-04  3.1326685E-02  9.0912081E-02  0.1881389      0.2648456      0.1404887     -4.7331220E-03  -2.525935     -6.6226117E-02 -6.5708831E-02  -1.090813      -1.093220       1.003069     -0.2710904     -4.5313744E-04  2.2613816E-03
 -0.3802683      -3.687789     -0.2291902     -0.1969381      1.0011434E-02  3.8603824E-03  0.9506313      0.9022374      8.3449259E-02  4.8870449E-03  1.4436037E-03  4.4123444E-05  3.4801807E-02  9.0436012E-02  0.1879684      0.2657961      0.1412086     -4.7480012E-03  -2.602741     -6.1498009E-02 -9.1810673E-02  -1.085362      -1.096448       1.031889     -0.2720065     -4.8737673E-04  2.5323466E-03
 -0.3823163      -3.703267     -0.2214311     -0.1946203      8.6275935E-03  3.4638385E-03  0.9661133      0.8964671      7.6042958E-02  2.6874925E-04  3.1099005E-03  2.0429017E-03  2.4940182E-02  9.5641598E-02  0.1899533      0.2730530      0.1441604     -5.0136237E-03  -2.517748     -7.0541367E-02 -5.9949499E-02  -1.108791      -1.097764       1.007218     -0.2716438     -4.5516493E-04  2.2606987E-03
