 -0.3963932      -3.559539     -0.2810367     -0.2073811      1.4761634E-03  6.2341816E-03  0.9834055      0.8718184      2.1216793E-02  1.2152379E-02  1.0670373E-02  2.6307480E-02  9.2616607E-04  0.1135411      0.2578085      0.2198981      0.1261523     -3.7280424E-03  -3.714522     -9.1624998E-02 -4.1008662E-02  -1.158670      -1.167804      0.9499214     -0.2697850     -4.2730951E-04  2.0562178E-03
 -0.4005177      -3.508800     -0.2790413     -0.2060545      1.2709144E-02  4.0301345E-03  0.9737701      0.8707498      4.0347483E-02  2.1259438E-02  3.7563159E-03  3.2970451E-02  4.4351153E-04  0.1189611      0.2613629      0.2362214      0.1168721     -3.2878071E-03  -3.500914     -0.1076171     -3.8327236E-02  -1.095861      -1.161721       1.034913     -0.2560077     -4.2370951E-04  1.8720787E-03
 -0.4032727      -3.553572     -0.2869372     -0.2091917      1.3550896E-02  3.8420209E-03  0.9753108      0.8673601      3.6114521E-02  1.7583834E-02  9.9543398E-03  2.7043168E-02  1.6442901E-03  0.1153801      0.2637744      0.2374782      0.1182780     -3.3037039E-03  -3.475086     -0.1033700     -4.2678043E-02  -1.100772      -1.158583       1.018566     -0.2560598     -4.4124745E-04  1.9430572E-03
 -0.3953820      -3.581381     -0.2796624     -0.2070967      3.7579129E-03  6.3700052E-03  0.9787765      0.8737518      2.6877707E-02  1.7616518E-02  9.8016262E-03  2.6285816E-02  4.8751940E-04  0.1123695      0.2630433      0.2225354      0.1277370     -3.9627538E-03  -3.541376     -9.6817873E-02 -3.0634886E-02  -1.156425      -1.175565      0.9770353     -0.2623652     -4.3670239E-04  2.0745236E-03
 -0.3989136      -3.534310     -0.2740210     -0.2077196      9.9266563E-03  1.8546351E-03  0.9775448      0.8726979      2.6583334E-02  1.7614521E-02  8.9423945E-03  2.7921777E-02  1.3088696E-03  0.1146488      0.2618160      0.2271640      0.1236579     -3.6016742E-03  -3.427183     -0.1118230     -4.5081649E-02  -1.145908      -1.176713      0.9889486     -0.2601735     -4.2039194E-04  1.9085209E-03
 -0.3971717      -3.516324     -0.2721599     -0.2096474      5.9487084E-03  5.1692878E-03  0.9789776      0.8721951      3.2690655E-02  1.6362270E-02  5.2719321E-03  2.8077625E-02  2.3225464E-03  0.1186622      0.2599459      0.2256586      0.1249327     -3.7100096E-03  -3.530463     -0.1044639     -4.6025082E-02  -1.142346      -1.173471      0.9709535     -0.2612178     -4.6866588E-04  2.1151789E-03
 -0.3819697      -3.443902     -0.2919039     -0.1996389      6.4001027E-03  5.6848658E-04  0.9680763      0.8791003      2.3335213E-02  2.8385285E-02  3.2748259E-03  4.1424710E-02  1.2571660E-05  0.1088998      0.2625978      0.2281429      0.1262368     -3.7978988E-03  -3.859164     -0.1071427     -3.7587926E-02  -1.115703      -1.175343       1.019227     -0.2583246     -4.4898214E-04  2.0891631E-03
 -0.3976618      -3.596346     -0.2821177     -0.2081693      5.7334835E-03  7.0570861E-03  0.9819403      0.8701150      2.9430792E-02  1.2645626E-02  1.2804489E-02  2.4698310E-02  8.9128036E-04  0.1126287      0.2586584      0.2254652      0.1248203     -3.6839528E-03  -3.559727     -9.7116940E-02 -2.3675177E-02  -1.143346      -1.169023      0.9770266     -0.2661598     -4.1253143E-04  1.9193498E-03
 -0.3826134      -3.466595     -0.2935133     -0.1991113      4.4954265E-03  3.1953896E-03  0.9733750      0.8772262      1.9818842E-02  2.1274632E-02  1.2121593E-02  3.3263482E-02  2.4692831E-03  0.1045153      0.2640122      0.2274959      0.1217385     -3.4831346E-03  -3.797270     -0.1052016     -4.7303569E-02  -1.153911      -1.182317      0.9859617     -0.2567876     -5.3940836E-04  2.5142692E-03
 -0.3904145      -3.530711     -0.2851802     -0.2042862      4.9232128E-03  8.5773934E-03  0.9806074      0.8704346      2.3858154E-02  1.3480796E-02  1.2793165E-02  2.8045112E-02  9.4729720E-04  0.1129339      0.2570383      0.2242727      0.1242343     -3.5999620E-03  -3.773522     -9.5047772E-02 -3.5360225E-02  -1.136709      -1.166100      0.9719259     -0.2672368     -4.0335368E-04  1.9498164E-03
 -0.4093586      -3.584674     -0.2973549     -0.2137160      1.3974711E-02  8.3562313E-03  0.9780998      0.8633155      3.6903508E-02  1.6064418E-02  1.1793557E-02  2.4866341E-02  9.6364168E-04  0.1169248      0.2623492      0.2385759      0.1190861     -3.2244553E-03  -3.476305     -9.8254539E-02 -2.9441977E-02  -1.085342      -1.150939       1.017548     -0.2616049     -3.9414925E-04  1.7440944E-03
 -0.3725342      -3.377370     -0.3007949     -0.1963326      7.1968907E-03  3.4265968E-03  0.9757428      0.8765411      1.8033147E-02  2.0981120E-02  1.0905769E-02  3.7910786E-02  1.0496594E-03  0.1068423      0.2703863      0.2254106      0.1205387     -3.3443354E-03  -4.012207     -0.1106138     -3.6559302E-02  -1.126801      -1.169720      0.9823855     -0.2565209     -4.2587952E-04  1.9412314E-03
 -0.3988643      -3.479738     -0.3040936     -0.2070371      1.1405712E-02  5.7900429E-04  0.9774361      0.8722311      2.6952803E-02  1.6006755E-02  1.2686896E-02  3.2583795E-02  1.0450942E-03  0.1096144      0.2684739      0.2313548      0.1153559     -3.0100043E-03  -3.675794     -0.1105760     -2.7484674E-02  -1.117642      -1.162830      0.9926405     -0.2556195     -4.3569613E-04  1.9220639E-03
 -0.3811548      -3.405992     -0.2840949     -0.1988719      3.9574145E-03  5.5737938E-03  0.9777876      0.8723947      2.2474349E-02  1.8307196E-02  9.2062745E-03  3.1150186E-02  1.6560139E-03  0.1132494      0.2628334      0.2237376      0.1314706     -3.9914823E-03  -3.833541     -0.1003309     -4.6430308E-02  -1.145863      -1.164718      0.9730939     -0.2644059     -4.6721403E-04  2.2312226E-03
 -0.4024241      -3.598574     -0.2813464     -0.2080311      1.0860696E-02  5.0293066E-04  0.9755298      0.8758470      2.1520423E-02  1.7175198E-02  4.2848918E-03  3.1748302E-02  1.7462451E-03  0.1151014      0.2603246      0.2299607      0.1150804     -3.0863341E-03  -3.546872     -0.1065422     -7.8299485E-02  -1.130959      -1.160673       1.013033     -0.2575296     -5.0455250E-04  2.2114636E-03
 -0.3914551      -3.443136     -0.2965818     -0.2059908      8.8426126E-03  6.6818832E-03  0.9716820      0.8705025      3.7701990E-02  2.4612289E-02  6.0727671E-03  3.7983183E-02  4.8965233E-04  0.1172649      0.2615387      0.2288361      0.1242999     -3.5371045E-03  -3.653819     -0.1047260     -9.7911535E-03  -1.113458      -1.165685       1.014125     -0.2599560     -4.6066981E-04  2.0727243E-03
 -0.3857872      -3.413523     -0.2837252     -0.2021845      4.1405875E-03  5.1790508E-03  0.9777604      0.8731710      2.3122011E-02  1.9233745E-02  7.9883970E-03  3.2770261E-02  5.2151177E-04  0.1140467      0.2640794      0.2259901      0.1288672     -3.8253118E-03  -3.840649     -0.1025052     -4.9673047E-02  -1.132812      -1.167451      0.9764347     -0.2642327     -4.3570893E-04  2.0671098E-03
 -0.3915254      -3.414597     -0.3107238     -0.2056827      1.0917762E-02  1.5419794E-03  0.9738100      0.8728952      2.3388306E-02  2.1351302E-02  1.2713074E-02  3.6930542E-02  8.3915779E-04  0.1080906      0.2698118      0.2295018      0.1231388     -3.4040848E-03  -3.832581     -0.1032435     -2.7094621E-02  -1.114363      -1.162306      0.9978625     -0.2590991     -4.7043155E-04  2.2121563E-03
 -0.3793343      -3.392225     -0.3033917     -0.1960140      5.3601344E-03  1.4379829E-03  0.9688638      0.8795848      1.8008683E-02  2.5232472E-02  8.0597354E-03  3.9251454E-02  2.7908853E-03  0.1045968      0.2653669      0.2279288      0.1220044     -3.6295606E-03  -3.963391     -0.1117405     -4.0149037E-02  -1.134593      -1.179244       1.005644     -0.2550995     -4.7643541E-04  2.2402313E-03
